@relation smartphone_sleep_quality

@attribute idade NUMERIC
@attribute genero {masculino,feminino}
@attribute horas_uso_diario NUMERIC
@attribute tempo_redes_sociais NUMERIC
@attribute horas_sono NUMERIC
@attribute uso_madrugada {0,1}
@attribute atividade_fisica {alta,moderada,baixa}
@attribute ocupacao {advogado,analista,aposentado,autonomo,desempregado,enfermeiro,engenheiro,estudante,freelancer,gerente,influencer,medico,professor}
@attribute modelo_dispositivo {Asus ROG Phone 7,Google Pixel 7,Huawei P60,Motorola Edge 40,OnePlus 11,Realme 10 Pro,Samsung Galaxy A54,Samsung Galaxy S23,Xiaomi Redmi Note 12,iPhone 13,iPhone 14,iPhone 15 Pro}
@attribute nivel_estresse NUMERIC
@attribute consumo_energia NUMERIC
@attribute despertares_noturnos NUMERIC
@attribute notificacoes_diarias NUMERIC
@attribute luminosidade_ambiente NUMERIC
@attribute insonia {0,1}
@attribute uso_apps_produtividade {0,1}
@attribute nivel_uso {baixo,moderado,alto}
@attribute qualidade_sono {bom,ruim}

@data
28,masculino,8.1,5.1,5.3,1,?,freelancer,Xiaomi Redmi Note 12,7.6,6.0,5,332,305.4,1,0,alto,ruim
41,feminino,4.8,1.4,8.1,1,alta,aposentado,Huawei P60,2.9,1.1,1,51,184.9,1,0,baixo,bom
30,feminino,7.3,6.5,5.0,0,moderada,influencer,Samsung Galaxy S23,8.9,6.3,5,797,376.5,1,0,alto,ruim
35,masculino,4.2,0.7,7.2,0,alta,professor,Realme 10 Pro,2.9,2.0,0,62,134.0,0,1,baixo,bom
22,feminino,7.8,2.2,6.4,1,baixa,estudante,iPhone 14,6.8,5.7,1,128,495.4,0,1,moderado,bom
18,masculino,7.8,8.9,4.8,0,moderada,desempregado,Samsung Galaxy A54,7.0,5.3,3,593,395.7,1,0,alto,ruim
25,feminino,11.4,6.4,6.2,1,moderada,estudante,OnePlus 11,6.8,7.4,4,279,602.5,1,0,alto,ruim
20,masculino,8.1,1.3,5.9,1,baixa,autonomo,Samsung Galaxy S23,7.9,4.5,2,186,591.2,1,1,alto,ruim
19,masculino,6.7,3.3,5.5,1,moderada,estudante,iPhone 13,7.1,7.7,4,161,454.2,0,1,alto,bom
23,feminino,10.4,5.5,6.4,1,baixa,influencer,Realme 10 Pro,9.4,8.1,2,187,340.5,1,0,alto,bom
21,feminino,8.8,2.8,7.6,0,baixa,estudante,Realme 10 Pro,6.7,3.0,2,66,417.6,0,1,moderado,bom
24,masculino,6.2,4.5,7.7,1,baixa,estudante,Google Pixel 7,8.3,3.2,2,134,267.6,0,1,moderado,bom
53,masculino,5.0,1.5,7.0,0,alta,gerente,Google Pixel 7,7.0,7.3,2,198,423.5,1,1,moderado,ruim
40,masculino,3.6,?,5.3,1,moderada,gerente,iPhone 13,6.3,7.0,-2,271,216.1,1,1,moderado,ruim
41,masculino,4.4,2.9,6.7,0,moderada,gerente,Samsung Galaxy S23,7.5,4.6,3,147,346.2,0,1,moderado,ruim
39,feminino,7.4,1.1,6.8,0,moderada,advogado,Samsung Galaxy S23,6.1,7.9,2,190,308.8,1,0,moderado,ruim
38,feminino,4.8,0.7,8.1,0,moderada,enfermeiro,Xiaomi Redmi Note 12,2.6,1.6,1,31,272.0,0,0,baixo,bom
30,feminino,9.4,4.2,4.8,0,?,influencer,Motorola Edge 40,7.6,7.8,3,329,407.1,1,0,alto,ruim
43,feminino,2.1,1.0,8.1,0,moderada,enfermeiro,Samsung Galaxy S23,4.8,1.6,1,62,236.2,0,0,baixo,bom
21,masculino,9.5,1.6,5.8,1,baixa,desempregado,iPhone 15 Pro,5.2,5.1,1,159,500.4,0,0,alto,ruim
35,masculino,11.5,6.5,4.8,0,baixa,desempregado,OnePlus 11,8.6,5.1,5,?,411.3,1,1,alto,bom
29,feminino,7.4,8.5,5.7,1,baixa,desempregado,Google Pixel 7,7.7,8.9,2,558,469.7,1,0,alto,ruim
29,masculino,9.8,4.7,4.3,0,baixa,autonomo,Motorola Edge 40,7.6,6.7,3,278,340.2,1,0,alto,ruim
30,feminino,2.6,0.7,7.0,0,alta,professor,Asus ROG Phone 7,2.8,1.4,1,24,140.3,0,1,baixo,bom
36,feminino,4.0,0.6,8.1,0,alta,aposentado,Google Pixel 7,4.6,4.0,1,44,167.6,0,1,baixo,bom
200,feminino,4.9,1.8,6.7,0,baixa,gerente,Samsung Galaxy S23,8.5,4.2,3,?,319.5,0,1,moderado,ruim
28,masculino,8.1,1.4,4.9,1,baixa,estudante,iPhone 14,5.7,7.8,3,257,443.7,1,0,alto,ruim
42,feminino,2.2,1.4,7.4,0,alta,enfermeiro,iPhone 13,2.4,1.4,1,76,224.5,0,0,baixo,bom
41,masculino,2.1,0.6,8.2,0,alta,aposentado,Samsung Galaxy S23,4.4,1.2,0,50,268.1,0,1,baixo,bom
43,masculino,6.2,1.5,5.2,1,moderada,engenheiro,Samsung Galaxy S23,8.5,6.8,3,205,321.4,0,1,moderado,ruim
36,masculino,2.5,0.5,8.6,0,moderada,autonomo,OnePlus 11,4.8,2.2,1,47,289.2,0,1,baixo,bom
42,masculino,6.7,2.3,?,0,baixa,advogado,Google Pixel 7,8.8,4.2,3,111,310.2,0,1,moderado,bom
28,feminino,5.9,2.4,6.8,0,baixa,medico,Samsung Galaxy A54,6.0,4.5,2,302,325.2,0,1,moderado,ruim
28,masculino,4.2,1.4,7.2,0,alta,autonomo,iPhone 15 Pro,5.0,1.8,1,?,274.1,0,1,baixo,bom
28,masculino,3.0,0.7,7.6,0,moderada,enfermeiro,Samsung Galaxy A54,2.7,2.3,0,64,391.4,0,0,baixo,bom
18,masculino,10.1,8.3,6.7,1,moderada,influencer,Google Pixel 7,7.0,7.4,3,790,566.9,1,0,alto,ruim
21,feminino,10.7,5.3,5.3,1,baixa,influencer,Samsung Galaxy S23,8.1,5.8,3,357,328.9,1,1,alto,ruim
35,masculino,12.3,6.7,5.4,1,baixa,influencer,iPhone 13,7.2,6.3,4,161,590.6,0,0,alto,ruim
32,feminino,7.9,17.0,6.0,0,baixa,medico,Samsung Galaxy S23,6.2,7.8,2,284,344.7,1,1,moderado,bom
21,feminino,12.0,5.4,6.6,1,?,influencer,Samsung Galaxy S23,7.7,6.7,4,?,410.9,0,0,alto,ruim
22,feminino,7.2,7.8,6.3,1,moderada,estudante,OnePlus 11,5.9,6.8,2,772,389.3,0,0,alto,bom
42,masculino,3.0,2.5,6.8,1,moderada,engenheiro,Samsung Galaxy S23,8.8,6.2,2,142,200.2,0,1,moderado,bom
38,feminino,12.0,4.3,?,1,moderada,influencer,Xiaomi Redmi Note 12,7.9,7.4,2,409,421.1,0,1,alto,ruim
130,feminino,2.7,1.2,7.5,0,moderada,aposentado,Realme 10 Pro,3.7,3.8,1,78,258.4,0,0,baixo,bom
37,feminino,7.3,1.6,6.8,0,baixa,medico,OnePlus 11,8.2,5.7,3,289,286.5,0,1,moderado,ruim
21,masculino,9.0,3.0,4.8,1,alta,autonomo,Xiaomi Redmi Note 12,7.7,4.8,1,268,672.4,1,0,alto,bom
29,masculino,9.9,5.5,7.0,1,baixa,freelancer,Xiaomi Redmi Note 12,7.0,6.7,4,318,483.8,1,0,alto,ruim
28,feminino,10.8,9.8,5.6,0,baixa,influencer,Huawei P60,8.8,6.3,4,257,380.2,1,1,alto,bom
28,feminino,3.8,1.2,7.8,0,alta,enfermeiro,Xiaomi Redmi Note 12,2.4,3.0,1,33,359.9,1,0,baixo,bom
32,feminino,13.0,?,4.4,1,baixa,influencer,Asus ROG Phone 7,9.5,6.6,3,155,529.9,1,0,alto,ruim
33,masculino,2.9,1.1,8.6,0,alta,professor,iPhone 14,4.6,1.0,0,33,216.6,0,0,baixo,bom
30,masculino,11.0,?,5.2,0,?,desempregado,Samsung Galaxy S23,8.0,8.2,3,321,639.5,0,0,alto,ruim
42,masculino,20.0,0.8,8.6,1,baixa,aposentado,Asus ROG Phone 7,4.4,1.3,1,60,319.7,0,0,baixo,bom
40,feminino,3.4,1.1,7.2,0,baixa,enfermeiro,Motorola Edge 40,2.9,1.9,1,26,288.6,0,1,baixo,bom
31,masculino,2.1,0.9,7.2,0,baixa,autonomo,Realme 10 Pro,3.1,2.9,1,29,214.4,0,0,baixo,bom
29,masculino,11.7,1.2,5.2,1,moderada,desempregado,iPhone 14,7.5,8.0,1,247,634.6,1,0,alto,bom
31,feminino,6.4,2.2,6.9,0,moderada,medico,Xiaomi Redmi Note 12,8.7,6.1,1,376,427.2,0,1,moderado,ruim
18,masculino,7.3,2.3,5.6,1,baixa,autonomo,Realme 10 Pro,7.4,6.6,-3,1200,525.9,1,0,alto,ruim
24,masculino,7.6,8.6,6.1,1,moderada,estudante,OnePlus 11,6.5,8.0,3,?,315.9,0,0,alto,ruim
24,masculino,12.6,5.9,5.9,1,moderada,desempregado,OnePlus 11,9.4,8.2,3,230,462.4,0,1,alto,ruim
24,feminino,7.2,2.7,5.3,0,moderada,estudante,iPhone 14,6.1,6.2,2,67,382.8,0,0,moderado,ruim
30,masculino,25.0,7.4,6.1,1,baixa,estudante,Huawei P60,7.6,8.1,3,309,557.1,1,0,alto,ruim
21,feminino,8.7,2.5,5.0,1,baixa,estudante,Motorola Edge 40,7.3,4.7,2,162,474.4,0,1,moderado,bom
27,feminino,9.9,6.6,4.4,1,?,desempregado,Motorola Edge 40,7.6,8.8,4,?,653.7,0,0,alto,ruim
44,masculino,4.7,0.6,7.4,0,alta,autonomo,iPhone 15 Pro,5.0,2.2,0,68,281.3,0,1,baixo,bom
30,feminino,8.8,9.9,6.0,1,baixa,influencer,Asus ROG Phone 7,6.0,5.7,4,373,551.6,1,0,alto,ruim
25,feminino,4.8,1.4,7.5,0,moderada,professor,iPhone 13,4.4,1.4,0,56,307.3,0,0,baixo,bom
23,feminino,10.3,8.5,?,1,moderada,influencer,Asus ROG Phone 7,6.0,7.7,2,?,342.2,0,0,alto,bom
17,masculino,9.4,2.4,5.0,1,moderada,autonomo,OnePlus 11,4.1,7.2,1,297,647.7,0,1,alto,ruim
28,masculino,12.9,6.0,4.4,1,moderada,desempregado,Asus ROG Phone 7,5.0,5.9,3,794,509.4,1,0,alto,ruim
25,feminino,4.1,0.6,7.5,0,moderada,professor,Realme 10 Pro,3.7,3.1,0,75,133.3,0,0,baixo,bom
29,masculino,11.2,3.4,?,0,moderada,estudante,Motorola Edge 40,4.4,6.8,4,239,771.5,0,1,alto,ruim
22,feminino,10.5,9.9,6.3,1,baixa,desempregado,iPhone 13,7.1,6.3,2,465,401.3,0,1,alto,ruim
16,masculino,10.0,3.2,4.9,1,baixa,estudante,iPhone 13,4.2,5.6,4,256,686.5,1,0,alto,bom
17,feminino,6.8,2.0,4.4,1,baixa,desempregado,Huawei P60,5.3,6.4,3,185,726.3,1,0,alto,ruim
31,masculino,6.2,1.3,5.1,1,baixa,analista,Realme 10 Pro,8.9,7.5,1,276,454.2,0,1,moderado,ruim
30,masculino,12.2,?,4.6,0,moderada,freelancer,Realme 10 Pro,8.8,5.8,2,317,505.5,1,1,alto,ruim
26,masculino,10.5,3.4,5.2,0,baixa,autonomo,iPhone 14,7.8,7.7,2,?,468.7,1,1,alto,ruim
20,masculino,10.3,1.6,5.3,1,baixa,desempregado,Samsung Galaxy A54,5.7,4.5,3,167,513.8,1,0,alto,ruim
26,feminino,7.7,5.1,4.0,0,baixa,autonomo,Huawei P60,8.5,5.4,3,777,633.7,1,0,alto,ruim
31,masculino,3.4,1.0,9.0,0,alta,aposentado,Samsung Galaxy A54,3.9,3.1,1,78,358.9,0,1,baixo,bom
23,masculino,6.7,3.4,5.9,1,baixa,estudante,OnePlus 11,6.7,5.1,1,?,541.0,1,1,moderado,bom
22,feminino,7.5,8.0,4.3,0,moderada,estudante,Google Pixel 7,7.3,6.4,3,684,446.8,1,0,alto,ruim
22,masculino,12.1,7.1,4.2,1,baixa,desempregado,Xiaomi Redmi Note 12,9.0,8.1,5,773,655.1,1,1,alto,ruim
27,masculino,11.8,7.6,5.3,0,baixa,freelancer,iPhone 13,6.0,8.5,2,399,318.5,1,0,alto,ruim
18,masculino,10.4,3.0,4.1,1,baixa,estudante,iPhone 15 Pro,4.7,6.8,3,268,447.0,0,0,alto,ruim
23,feminino,8.7,2.4,6.9,1,alta,estudante,Realme 10 Pro,8.0,5.7,3,134,455.5,0,1,moderado,ruim
22,masculino,4.5,2.1,5.2,1,alta,estudante,Google Pixel 7,7.8,3.3,2,151,582.5,1,1,moderado,bom
38,masculino,12.6,4.4,5.5,1,baixa,influencer,Realme 10 Pro,9.6,8.8,-2,250,433.2,1,1,alto,ruim
37,masculino,11.7,7.7,?,0,moderada,autonomo,iPhone 13,7.4,8.9,5,459,480.8,0,1,alto,ruim
21,masculino,7.6,2.1,4.3,1,moderada,estudante,Samsung Galaxy A54,4.4,6.0,3,196,556.7,0,0,alto,ruim
32,feminino,3.7,?,7.4,0,baixa,enfermeiro,Huawei P60,4.0,3.5,0,71,278.4,0,0,baixo,bom
32,feminino,20.0,9.8,?,1,baixa,autonomo,Huawei P60,7.3,6.4,3,354,565.7,1,0,alto,ruim
31,feminino,7.5,7.4,4.9,1,alta,estudante,Samsung Galaxy A54,5.7,5.8,12,799,407.2,1,0,alto,ruim
